Station name,Victoria Bridge - Old
Station number,"730507"
External number,---
River,River Kent
Operator,---
NGR,SD5179193065
Easting,"351791"
Northing,"493065"
Parameter-name,SG [Stage]
Parameter Type,Stage
Time series name,tsm(CLA/730507/SG/15m.Cmd.RelAbs.P);Round(3)
Time series unit,m
Time level,High-resolution
Time series type,Other
Equidistant time series,yes
Time series value distance,15 minute
Time series quality,Production
Time series measuring method,---
Period of record in file: 01/12/2015 00:00:00 to 01/01/2016 00:00:00
Quality code description, G = good; E = estimated; S = suspect; U = unchecked; M = missing; C = complete; I = incomplete; Ed = edited; WR = within rating; NR = no rating; EX> = extrapolated upper part; EX< = extrapolated lower part; BL> = beyond upper limit; BL< = beyond lower limit; MH = weir modular (head); NH = weir non modular (head); EH = weir extremely non modular (head); MT = weir modular (tail); NT = weir non modular (tail); ET = weir extremely non modular (tail); MC = weir modular (crest); NC = weir non modular (crest); EC = weir extremely non modular (crest); -H = weir head only; RAS = rastered time stamp; A = apportioned/interpolated; D = dry; SN = snow; T = trace
Time stamp,Value [m],State of value,Interpolation,Absolute value [mAOD],State of absolute value,Interpolation of absolute value,Tags,Comments
07/12/2015 03:00:00,1.762,G;Ed,102,42.602,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 03:15:00,1.758,G;Ed,102,42.598,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 03:30:00,1.751,G;Ed,102,42.591,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 03:45:00,1.749,G;Ed,102,42.589,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 04:00:00,1.746,G;Ed,102,42.586,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 04:15:00,1.744,G;Ed,102,42.584,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 04:30:00,1.74,G;Ed,102,42.58,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 04:45:00,1.733,G;Ed,102,42.573,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 05:00:00,1.736,G;Ed,102,42.576,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 05:15:00,1.733,G;Ed,102,42.573,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 05:30:00,1.729,G;Ed,102,42.569,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 05:45:00,1.727,G;Ed,102,42.567,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 06:00:00,1.724,G;Ed,102,42.564,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 06:15:00,1.721,G;Ed,102,42.561,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 06:30:00,1.72,G;Ed,102,42.56,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 06:45:00,1.718,G;Ed,102,42.558,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 07:00:00,1.717,G;Ed,102,42.557,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 07:15:00,1.713,G;Ed,102,42.553,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 07:30:00,1.712,G;Ed,102,42.552,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 07:45:00,1.706,G;Ed,102,42.546,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 08:00:00,1.706,G;Ed,102,42.546,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 08:15:00,1.706,G;Ed,102,42.546,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 08:30:00,1.704,G;Ed,102,42.544,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 08:45:00,1.703,G;Ed,102,42.543,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 09:00:00,1.7,G;Ed,102,42.54,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 09:15:00,1.7,G;Ed,102,42.54,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 09:30:00,1.698,G;Ed,102,42.538,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 09:45:00,1.697,G;Ed,102,42.537,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 10:00:00,1.691,G;Ed,102,42.531,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 10:15:00,1.691,G;Ed,102,42.531,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 10:30:00,1.692,G;Ed,102,42.532,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 10:45:00,1.692,G;Ed,102,42.532,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 11:00:00,1.691,G;Ed,102,42.531,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 11:15:00,1.688,G;Ed,102,42.528,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 11:30:00,1.689,G;Ed,102,42.529,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 11:45:00,1.688,G;Ed,102,42.528,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.
07/12/2015 12:00:00,1.688,G;Ed,102,42.528,G,102,,vertikal shift by 0.01 and end shift by 0.01. PTX shifted to tie in with new site at low levels.;vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 12:15:00,1.689,G;Ed,102,42.529,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 12:30:00,1.686,G;Ed,102,42.526,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 12:45:00,1.686,G;Ed,102,42.526,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 13:00:00,1.681,G;Ed,102,42.521,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 13:15:00,1.685,G;Ed,102,42.525,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 13:30:00,1.682,G;Ed,102,42.522,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 13:45:00,1.684,G;Ed,102,42.524,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 14:00:00,1.683,G;Ed,102,42.523,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 14:15:00,1.681,G;Ed,102,42.521,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 14:30:00,1.677,G;Ed,102,42.517,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 14:45:00,1.673,G;Ed,102,42.513,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 15:00:00,1.674,G;Ed,102,42.514,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 15:15:00,1.67,G;Ed,102,42.51,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 15:30:00,1.667,G;Ed,102,42.507,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 15:45:00,1.665,G;Ed,102,42.505,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 16:00:00,1.663,G;Ed,102,42.503,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 16:15:00,1.662,G;Ed,102,42.502,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 16:30:00,1.658,G;Ed,102,42.498,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 16:45:00,1.654,G;Ed,102,42.494,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 17:00:00,1.651,G;Ed,102,42.491,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 17:15:00,1.648,G;Ed,102,42.488,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 17:30:00,1.648,G;Ed,102,42.488,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 17:45:00,1.644,G;Ed,102,42.484,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 18:00:00,1.643,G;Ed,102,42.483,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 18:15:00,1.642,G;Ed,102,42.482,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 18:30:00,1.639,G;Ed,102,42.479,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 18:45:00,1.635,G;Ed,102,42.475,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 19:00:00,1.632,G;Ed,102,42.472,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 19:15:00,1.629,G;Ed,102,42.469,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 19:30:00,1.627,G;Ed,102,42.467,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 19:45:00,1.627,G;Ed,102,42.467,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 20:00:00,1.621,G;Ed,102,42.461,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 20:15:00,1.624,G;Ed,102,42.464,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 20:30:00,1.621,G;Ed,102,42.461,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 20:45:00,1.621,G;Ed,102,42.461,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 21:00:00,1.62,G;Ed,102,42.46,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 21:15:00,1.62,G;Ed,102,42.46,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 21:30:00,1.623,G;Ed,102,42.463,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 21:45:00,1.623,G;Ed,102,42.463,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 22:00:00,1.625,G;Ed,102,42.465,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 22:15:00,1.626,G;Ed,102,42.466,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 22:30:00,1.629,G;Ed,102,42.469,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 22:45:00,1.628,G;Ed,102,42.468,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 23:00:00,1.632,G;Ed,102,42.472,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 23:15:00,1.634,G;Ed,102,42.474,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 23:30:00,1.64,G;Ed,102,42.48,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
07/12/2015 23:45:00,1.647,G;Ed,102,42.487,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 00:00:00,1.659,G;Ed,102,42.499,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 00:15:00,1.669,G;Ed,102,42.509,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 00:30:00,1.68,G;Ed,102,42.52,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 00:45:00,1.695,G;Ed,102,42.535,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 01:00:00,1.711,G;Ed,102,42.551,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 01:15:00,1.723,G;Ed,102,42.563,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 01:30:00,1.734,G;Ed,102,42.574,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 01:45:00,1.745,G;Ed,102,42.585,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 02:00:00,1.756,G;Ed,102,42.596,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 02:15:00,1.77,G;Ed,102,42.61,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 02:30:00,1.782,G;Ed,102,42.622,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 02:45:00,1.797,G;Ed,102,42.637,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 03:00:00,1.803,G;Ed,102,42.643,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 03:15:00,1.806,G;Ed,102,42.646,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 03:30:00,1.81,G;Ed,102,42.65,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 03:45:00,1.808,G;Ed,102,42.648,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 04:00:00,1.806,G;Ed,102,42.646,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 04:15:00,1.8,G;Ed,102,42.64,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 04:30:00,1.797,G;Ed,102,42.637,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 04:45:00,1.793,G;Ed,102,42.633,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 05:00:00,1.788,G;Ed,102,42.628,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 05:15:00,1.779,G;Ed,102,42.619,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 05:30:00,1.773,G;Ed,102,42.613,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 05:45:00,1.77,G;Ed,102,42.61,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 06:00:00,1.77,G;Ed,102,42.61,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 06:15:00,1.777,G;Ed,102,42.617,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 06:30:00,1.781,G;Ed,102,42.621,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 06:45:00,1.781,G;Ed,102,42.621,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 07:00:00,1.784,G;Ed,102,42.624,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 07:15:00,1.799,G;Ed,102,42.639,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 07:30:00,1.812,G;Ed,102,42.652,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 07:45:00,1.829,G;Ed,102,42.669,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 08:00:00,1.849,G;Ed,102,42.689,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 08:15:00,1.872,G;Ed,102,42.712,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 08:30:00,1.885,G;Ed,102,42.725,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 08:45:00,1.889,G;Ed,102,42.729,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 09:00:00,1.884,G;Ed,102,42.724,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 09:15:00,1.877,G;Ed,102,42.717,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 09:30:00,1.865,G;Ed,102,42.705,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 09:45:00,1.85,G;Ed,102,42.69,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 10:00:00,1.836,G;Ed,102,42.676,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 10:15:00,1.821,G;Ed,102,42.661,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 10:30:00,1.814,G;Ed,102,42.654,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 10:45:00,1.797,G;Ed,102,42.637,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 11:00:00,1.784,G;Ed,102,42.624,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 11:15:00,1.776,G;Ed,102,42.616,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 11:30:00,1.769,G;Ed,102,42.609,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 11:45:00,1.76,G;Ed,102,42.6,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 12:00:00,1.754,G;Ed,102,42.594,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 12:15:00,1.742,G;Ed,102,42.582,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 12:30:00,1.738,G;Ed,102,42.578,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 12:45:00,1.728,G;Ed,102,42.568,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 13:00:00,1.721,G;Ed,102,42.561,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 13:15:00,1.714,G;Ed,102,42.554,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 13:30:00,1.708,G;Ed,102,42.548,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 13:45:00,1.705,G;Ed,102,42.545,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 14:00:00,1.698,G;Ed,102,42.538,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 14:15:00,1.693,G;Ed,102,42.533,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 14:30:00,1.689,G;Ed,102,42.529,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 14:45:00,1.685,G;Ed,102,42.525,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 15:00:00,1.683,G;Ed,102,42.523,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 15:15:00,1.675,G;Ed,102,42.515,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 15:30:00,1.673,G;Ed,102,42.513,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 15:45:00,1.671,G;Ed,102,42.511,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 16:00:00,1.667,G;Ed,102,42.507,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 16:15:00,1.664,G;Ed,102,42.504,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 16:30:00,1.662,G;Ed,102,42.502,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 16:45:00,1.659,G;Ed,102,42.499,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 17:00:00,1.653,G;Ed,102,42.493,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 17:15:00,1.652,G;Ed,102,42.492,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 17:30:00,1.648,G;Ed,102,42.488,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 17:45:00,1.645,G;Ed,102,42.485,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 18:00:00,1.642,G;Ed,102,42.482,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 18:15:00,1.643,G;Ed,102,42.483,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 18:30:00,1.639,G;Ed,102,42.479,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 18:45:00,1.639,G;Ed,102,42.479,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 19:00:00,1.635,G;Ed,102,42.475,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 19:15:00,1.633,G;Ed,102,42.473,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 19:30:00,1.631,G;Ed,102,42.471,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 19:45:00,1.628,G;Ed,102,42.468,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 20:00:00,1.629,G;Ed,102,42.469,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 20:15:00,1.632,G;Ed,102,42.472,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 20:30:00,1.631,G;Ed,102,42.471,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 20:45:00,1.633,G;Ed,102,42.473,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 21:00:00,1.632,G;Ed,102,42.472,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 21:15:00,1.635,G;Ed,102,42.475,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 21:30:00,1.637,G;Ed,102,42.477,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 21:45:00,1.634,G;Ed,102,42.474,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 22:00:00,1.636,G;Ed,102,42.476,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 22:15:00,1.638,G;Ed,102,42.478,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 22:30:00,1.638,G;Ed,102,42.478,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 22:45:00,1.639,G;Ed,102,42.479,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 23:00:00,1.638,G;Ed,102,42.478,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 23:15:00,1.639,G;Ed,102,42.479,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 23:30:00,1.637,G;Ed,102,42.477,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
08/12/2015 23:45:00,1.633,G;Ed,102,42.473,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
09/12/2015 00:00:00,1.633,G;Ed,102,42.473,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
09/12/2015 00:15:00,1.63,G;Ed,102,42.47,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
